__id__,__teammates_type__,__teammates_admins_id__,__teammates_admins_type__,__teammates_admins__
207403600104716,admin.list,50030542,admin,NULL
207403600034510,admin.list,50032795,admin,NULL
207403600034510,admin.list,50032853,admin,NULL
207403600034236,admin.list,50032759,admin,NULL
207403600034236,admin.list,50034793,admin,NULL
207403600089882,admin.list,50030326,admin,NULL
207403600089882,admin.list,50030542,admin,NULL
207403600105710,admin.list,50023796,admin,NULL
207403600054145,admin.list,50032853,admin,NULL
207403600018328,admin.list,50034793,admin,NULL
207403600051038,admin.list,50023835,admin,NULL
207403600024761,admin.list,50034793,admin,NULL
207403600088114,admin.list,50033598,admin,NULL
207403600033297,admin.list,50032853,admin,NULL
207403600052353,admin.list,50023795,admin,NULL
207403600098061,admin.list,50032795,admin,NULL
207403600081853,admin.list,50032853,admin,NULL
207403600107159,admin.list,50033598,admin,NULL
207403600012701,admin.list,50023835,admin,NULL
207403600012701,admin.list,50034793,admin,NULL
207403600109199,admin.list,50033598,admin,NULL
207403600109199,admin.list,50032942,admin,NULL
207403600110707,admin.list,50032759,admin,NULL
207403600110707,admin.list,50033598,admin,NULL
207403600022081,admin.list,50023835,admin,NULL
207403600022081,admin.list,50034793,admin,NULL
207403600011659,admin.list,50030326,admin,NULL
207403600011659,admin.list,50033598,admin,NULL
207403600097688,admin.list,50033598,admin,NULL
207403600031681,admin.list,50032759,admin,NULL
207403600088571,admin.list,50033598,admin,NULL
207403600102345,admin.list,50033598,admin,NULL
207403600059875,admin.list,50032795,admin,NULL
207403600110666,admin.list,50032759,admin,NULL
207403600110666,admin.list,50033598,admin,NULL
207403600112723,admin.list,50030326,admin,NULL
207403600033302,admin.list,50023835,admin,NULL
207403600090371,admin.list,50030542,admin,NULL
207403600013464,admin.list,50034793,admin,NULL
207403600077917,admin.list,50032795,admin,NULL
207403600035675,admin.list,50032795,admin,NULL
207403600035675,admin.list,50032853,admin,NULL
207403600015779,admin.list,50032757,admin,NULL
207403600015779,admin.list,50034793,admin,NULL
207403600029480,admin.list,50032853,admin,NULL
207403600102043,admin.list,50030542,admin,NULL
207403600102915,admin.list,50032795,admin,NULL
207403600102915,admin.list,50033598,admin,NULL
207403600011603,admin.list,50023835,admin,NULL
207403600011603,admin.list,50034793,admin,NULL
207403600101186,admin.list,50023796,admin,NULL
207403600109938,admin.list,50032759,admin,NULL
207403600094178,admin.list,50032795,admin,NULL
207403600094178,admin.list,50023835,admin,NULL
207403600089649,admin.list,50032795,admin,NULL
207403600035732,admin.list,50033598,admin,NULL
207403600035732,admin.list,50023507,admin,NULL
207403600035732,admin.list,50032795,admin,NULL
207403600061226,admin.list,50032853,admin,NULL
207403600072231,admin.list,50034793,admin,NULL
207403600097038,admin.list,50023796,admin,NULL
207403600024470,admin.list,50032759,admin,NULL
207403600033238,admin.list,50032853,admin,NULL
207403600071937,admin.list,50032795,admin,NULL
207403600020849,admin.list,50030326,admin,NULL
207403600020849,admin.list,50034793,admin,NULL
207403600060847,admin.list,50033598,admin,NULL
207403600060847,admin.list,50032759,admin,NULL
207403600113733,admin.list,50035050,admin,NULL
207403600109867,admin.list,NULL,NULL,NULL
207403600086970,admin.list,50032759,admin,NULL
207403600086970,admin.list,50032853,admin,NULL
207403600086970,admin.list,50033598,admin,NULL
207403600020967,admin.list,50032795,admin,NULL
207403600020967,admin.list,50030542,admin,NULL
207403600020967,admin.list,50033598,admin,NULL
207403600020967,admin.list,50032853,admin,NULL
207403600034642,admin.list,50032853,admin,NULL
207403600034642,admin.list,50033598,admin,NULL
207403600069199,admin.list,50030542,admin,NULL
207403600104131,admin.list,50033598,admin,NULL
207403600088966,admin.list,50033598,admin,NULL
207403600114726,admin.list,50035021,admin,NULL
207403600090457,admin.list,50030542,admin,NULL
207403600056665,admin.list,50023795,admin,NULL
207403600059252,admin.list,50032795,admin,NULL
207403600107671,admin.list,50033598,admin,NULL
207403600108079,admin.list,NULL,NULL,NULL
207403600090170,admin.list,50032795,admin,NULL
207403600030066,admin.list,50030326,admin,NULL
207403600030066,admin.list,50032853,admin,NULL
207403600105341,admin.list,50032795,admin,NULL
207403600102038,admin.list,50030542,admin,NULL
207403600085123,admin.list,50023795,admin,NULL
207403600073313,admin.list,50032795,admin,NULL
207403600111115,admin.list,50033598,admin,NULL
207403600101585,admin.list,50023795,admin,NULL
207403600108237,admin.list,50033598,admin,NULL
207403600070594,admin.list,50032795,admin,NULL
207403600031031,admin.list,50032853,admin,NULL
207403600073799,admin.list,50023797,admin,NULL
207403600073849,admin.list,50032795,admin,NULL
207403600051511,admin.list,50032853,admin,NULL
207403600073815,admin.list,50032795,admin,NULL
207403600027014,admin.list,NULL,NULL,NULL
207403600050541,admin.list,50023795,admin,NULL
207403600096912,admin.list,50032795,admin,NULL
207403600088015,admin.list,50033598,admin,NULL
207403600023065,admin.list,50032759,admin,NULL
207403600023065,admin.list,50034793,admin,NULL
207403600112763,admin.list,50035050,admin,NULL
207403600112763,admin.list,50032795,admin,NULL
207403600110717,admin.list,50032759,admin,NULL
207403600110717,admin.list,50033598,admin,NULL
207403600112815,admin.list,50032942,admin,NULL
207403600112815,admin.list,50030326,admin,NULL
207403600034760,admin.list,50032853,admin,NULL
207403600021602,admin.list,50032757,admin,NULL
207403600035644,admin.list,50032795,admin,NULL
207403600035644,admin.list,50032853,admin,NULL
207403600096593,admin.list,50030542,admin,NULL
207403600096593,admin.list,50032759,admin,NULL
207403600081753,admin.list,50033598,admin,NULL
207403600099050,admin.list,50033598,admin,NULL
207403600115328,admin.list,50033044,admin,NULL
207403600087644,admin.list,50032759,admin,NULL
207403600087644,admin.list,50034793,admin,NULL
207403600097710,admin.list,50032795,admin,NULL
207403600097710,admin.list,50033598,admin,NULL
207403600060998,admin.list,50032795,admin,NULL
207403600068353,admin.list,50032853,admin,NULL
207403600090295,admin.list,50032795,admin,NULL
207403600024344,admin.list,50023835,admin,NULL
207403600012172,admin.list,50032853,admin,NULL
207403600012172,admin.list,50034793,admin,NULL
207403600079831,admin.list,50033598,admin,NULL
207403600079831,admin.list,50032759,admin,NULL
207403600066812,admin.list,50032853,admin,NULL
207403600080744,admin.list,50023797,admin,NULL
207403600109457,admin.list,50033598,admin,NULL
207403600098291,admin.list,NULL,NULL,NULL
207403600012170,admin.list,50030542,admin,NULL
207403600012170,admin.list,50030326,admin,NULL
207403600038286,admin.list,50032853,admin,NULL
207403600114576,admin.list,50032942,admin,NULL
207403600102323,admin.list,50032795,admin,NULL
207403600026932,admin.list,50030326,admin,NULL
207403600051398,admin.list,50023835,admin,NULL
207403600051398,admin.list,50033598,admin,NULL
207403600051398,admin.list,50032853,admin,NULL
207403600104101,admin.list,50023835,admin,NULL
207403600103644,admin.list,50030542,admin,NULL
207403600103644,admin.list,50032961,admin,NULL
207403600106487,admin.list,50033598,admin,NULL
207403600111967,admin.list,50033598,admin,NULL
207403600111967,admin.list,50032759,admin,NULL
207403600097749,admin.list,50033598,admin,NULL
207403600105950,admin.list,NULL,NULL,NULL
207403600099667,admin.list,50033598,admin,NULL
207403600069199,admin.list,50033598,admin,NULL
207403600069199,admin.list,50032853,admin,NULL
207403600089222,admin.list,50032853,admin,NULL
207403600089222,admin.list,50030542,admin,NULL
207403600089222,admin.list,50033598,admin,NULL
207403600032768,admin.list,50032853,admin,NULL
207403600090421,admin.list,50032853,admin,NULL
207403600114813,admin.list,50033044,admin,NULL
207403600035510,admin.list,50032795,admin,NULL
207403600035510,admin.list,50032853,admin,NULL
207403600108634,admin.list,NULL,NULL,NULL
207403600077461,admin.list,50032795,admin,NULL
207403600077461,admin.list,50034793,admin,NULL
207403600052609,admin.list,50033598,admin,NULL
207403600052609,admin.list,50032853,admin,NULL
207403600067298,admin.list,50032853,admin,NULL
207403600103313,admin.list,50023835,admin,NULL
207403600103313,admin.list,50033598,admin,NULL
207403600037249,admin.list,50032853,admin,NULL
207403600034414,admin.list,50023835,admin,NULL
207403600040237,admin.list,50032853,admin,NULL
207403600040237,admin.list,50030326,admin,NULL
207403600102494,admin.list,50032795,admin,NULL
207403600102494,admin.list,50033598,admin,NULL
207403600073239,admin.list,50032795,admin,NULL
207403600073239,admin.list,50030326,admin,NULL
207403600110267,admin.list,50032759,admin,NULL
207403600110267,admin.list,50033287,admin,NULL
207403600105349,admin.list,50032795,admin,NULL
207403600105349,admin.list,50033598,admin,NULL
207403600073752,admin.list,50030542,admin,NULL
207403600073752,admin.list,50033598,admin,NULL
207403600071160,admin.list,50023797,admin,NULL
207403600029903,admin.list,50030326,admin,NULL
207403600029903,admin.list,50032853,admin,NULL
207403600070439,admin.list,50032853,admin,NULL
207403600070439,admin.list,50030542,admin,NULL
207403600102616,admin.list,50032795,admin,NULL
207403600102616,admin.list,50033598,admin,NULL
207403600087215,admin.list,50032759,admin,NULL
207403600087215,admin.list,50030542,admin,NULL
207403600114327,admin.list,50033044,admin,NULL
207403600098621,admin.list,50033598,admin,NULL
207403600029527,admin.list,50032853,admin,NULL
207403600066662,admin.list,50032853,admin,NULL
207403600083529,admin.list,50032795,admin,NULL
207403600089006,admin.list,50033598,admin,NULL
207403600089006,admin.list,50032853,admin,NULL
207403600107018,admin.list,50033598,admin,NULL
207403600029076,admin.list,50032853,admin,NULL
207403600088102,admin.list,50033598,admin,NULL
207403600053207,admin.list,50032853,admin,NULL
207403600055680,admin.list,50032853,admin,NULL
207403600034353,admin.list,50032853,admin,NULL
207403600064912,admin.list,50032853,admin,NULL
207403600060555,admin.list,50023795,admin,NULL
207403600084566,admin.list,50032759,admin,NULL
207403600084566,admin.list,50023796,admin,NULL
207403600101315,admin.list,50030542,admin,NULL
207403600103040,admin.list,50030326,admin,NULL
207403600113827,admin.list,50025495,admin,NULL
207403600113827,admin.list,50023427,admin,NULL
207403600029200,admin.list,50032853,admin,NULL
207403600089410,admin.list,50032853,admin,NULL
207403600094153,admin.list,50030542,admin,NULL
207403600105069,admin.list,50032795,admin,NULL
207403600088023,admin.list,50030542,admin,NULL
207403600093664,admin.list,50023796,admin,NULL
207403600110369,admin.list,50023796,admin,NULL
207403600035920,admin.list,50032853,admin,NULL
207403600029284,admin.list,50032853,admin,NULL
207403600029284,admin.list,50032759,admin,NULL
207403600029284,admin.list,50023835,admin,NULL
207403600073092,admin.list,50032853,admin,NULL
207403600105011,admin.list,50023796,admin,NULL
207403600090869,admin.list,50032795,admin,NULL
207403600086884,admin.list,50032759,admin,NULL
207403600112944,admin.list,50032942,admin,NULL
207403600032527,admin.list,50023835,admin,NULL
207403600032527,admin.list,50032795,admin,NULL
207403600114628,admin.list,50025495,admin,NULL
207403600114628,admin.list,50023795,admin,NULL
207403600090404,admin.list,50023835,admin,NULL
207403600110087,admin.list,50032759,admin,NULL
207403600095456,admin.list,50033598,admin,NULL
207403600108781,admin.list,50033598,admin,NULL
207403600108781,admin.list,50032759,admin,NULL
207403600015061,admin.list,50023427,admin,NULL
207403600015061,admin.list,50034793,admin,NULL
207403600018118,admin.list,50032759,admin,NULL
207403600018118,admin.list,50023427,admin,NULL
207403600080420,admin.list,50023797,admin,NULL
207403600077867,admin.list,50032795,admin,NULL
207403600085511,admin.list,50023796,admin,NULL
207403600105045,admin.list,50033598,admin,NULL
207403600105045,admin.list,50032942,admin,NULL
207403600102632,admin.list,50032795,admin,NULL
207403600069503,admin.list,50023795,admin,NULL
207403600105651,admin.list,50033598,admin,NULL
207403600081872,admin.list,50032853,admin,NULL
207403600081872,admin.list,50034793,admin,NULL
207403600063691,admin.list,50032853,admin,NULL
207403600105255,admin.list,50033598,admin,NULL
207403600059244,admin.list,50023835,admin,NULL
207403600012290,admin.list,50030326,admin,NULL
207403600012290,admin.list,50034793,admin,NULL
207403600035328,admin.list,50023835,admin,NULL
207403600088166,admin.list,50033598,admin,NULL
207403600107762,admin.list,50033598,admin,NULL
207403600100065,admin.list,50033598,admin,NULL
207403600114770,admin.list,50035050,admin,NULL
207403600059273,admin.list,50023835,admin,NULL
207403600067905,admin.list,50032853,admin,NULL
207403600050297,admin.list,50032853,admin,NULL
207403600033022,admin.list,50023835,admin,NULL
207403600102961,admin.list,50023835,admin,NULL
207403600111233,admin.list,50033598,admin,NULL
207403600059554,admin.list,50033598,admin,NULL
207403600059554,admin.list,50032853,admin,NULL
207403600059554,admin.list,50030326,admin,NULL
207403600090119,admin.list,50030542,admin,NULL
207403600090119,admin.list,50032853,admin,NULL
207403600090119,admin.list,50033598,admin,NULL
207403600090119,admin.list,50032759,admin,NULL
207403600022239,admin.list,50032757,admin,NULL
207403600022239,admin.list,50033598,admin,NULL
207403600022239,admin.list,50032853,admin,NULL
207403600015970,admin.list,50032795,admin,NULL
207403600015970,admin.list,50032853,admin,NULL
207403600015970,admin.list,50030326,admin,NULL
207403600051317,admin.list,50033598,admin,NULL
207403600051317,admin.list,50030542,admin,NULL
207403600051317,admin.list,50032759,admin,NULL
207403600051317,admin.list,50032853,admin,NULL
207403600103287,admin.list,50030542,admin,NULL
207403600103287,admin.list,50033598,admin,NULL
207403600103287,admin.list,50030326,admin,NULL
207403600028892,admin.list,50032795,admin,NULL
207403600028892,admin.list,50032853,admin,NULL
207403600028892,admin.list,50030326,admin,NULL
207403600021147,admin.list,50032795,admin,NULL
207403600021147,admin.list,50033598,admin,NULL
207403600021147,admin.list,50032757,admin,NULL
207403600021147,admin.list,50030326,admin,NULL
207403600013321,admin.list,50032759,admin,NULL
207403600013321,admin.list,50030326,admin,NULL
207403600062752,admin.list,50032853,admin,NULL
207403600074225,admin.list,50032795,admin,NULL
207403600074225,admin.list,50033598,admin,NULL
207403600074225,admin.list,50030542,admin,NULL
207403600074225,admin.list,50032759,admin,NULL
207403600022376,admin.list,50033598,admin,NULL
207403600011979,admin.list,50030542,admin,NULL
207403600011979,admin.list,50023835,admin,NULL
207403600011979,admin.list,50030326,admin,NULL
207403600083457,admin.list,50032759,admin,NULL
207403600083457,admin.list,50030542,admin,NULL
207403600083457,admin.list,50033598,admin,NULL
207403600083457,admin.list,50030326,admin,NULL
207403600035200,admin.list,50023835,admin,NULL
207403600035200,admin.list,50032853,admin,NULL
207403600043724,admin.list,50030326,admin,NULL
207403600021069,admin.list,50032757,admin,NULL
207403600021069,admin.list,50033598,admin,NULL
207403600105630,admin.list,50033598,admin,NULL
207403600058728,admin.list,50023835,admin,NULL
207403600058728,admin.list,50033598,admin,NULL
207403600058728,admin.list,50032853,admin,NULL
207403600011494,admin.list,50030542,admin,NULL
207403600011494,admin.list,50030326,admin,NULL
207403600079177,admin.list,50023795,admin,NULL
207403600035590,admin.list,50032795,admin,NULL
207403600035590,admin.list,50032853,admin,NULL
207403600035590,admin.list,50032759,admin,NULL
207403600035590,admin.list,50030326,admin,NULL
207403600035590,admin.list,50033598,admin,NULL
207403600103765,admin.list,50030542,admin,NULL
207403600103765,admin.list,50033598,admin,NULL
207403600103765,admin.list,50030326,admin,NULL
207403600033803,admin.list,50032795,admin,NULL
207403600033803,admin.list,50032853,admin,NULL
207403600033803,admin.list,50030542,admin,NULL
207403600030986,admin.list,50032853,admin,NULL
207403600030986,admin.list,50032759,admin,NULL
207403600030986,admin.list,50030326,admin,NULL
207403600029893,admin.list,50030326,admin,NULL
207403600029893,admin.list,50032795,admin,NULL
207403600029893,admin.list,50033598,admin,NULL
207403600102716,admin.list,50030542,admin,NULL
207403600102716,admin.list,50033598,admin,NULL
207403600111047,admin.list,NULL,NULL,NULL
207403600110674,admin.list,50032759,admin,NULL
207403600110674,admin.list,50033598,admin,NULL
207403600013500,admin.list,50032795,admin,NULL
207403600012914,admin.list,50030326,admin,NULL
207403600012914,admin.list,50032757,admin,NULL
207403600012914,admin.list,50030542,admin,NULL
207403600012914,admin.list,50033598,admin,NULL
207403600035520,admin.list,50023835,admin,NULL
207403600022553,admin.list,50034905,admin,NULL
207403600015235,admin.list,50023835,admin,NULL
207403600015235,admin.list,50034793,admin,NULL
207403600034987,admin.list,50032795,admin,NULL
207403600079504,admin.list,50032795,admin,NULL
207403600031963,admin.list,50032759,admin,NULL
207403600090063,admin.list,50033598,admin,NULL
207403600108058,admin.list,50033598,admin,NULL
207403600108058,admin.list,50032759,admin,NULL
207403600050492,admin.list,50032795,admin,NULL
207403600050492,admin.list,50032853,admin,NULL
207403600033191,admin.list,50032853,admin,NULL
207403600096875,admin.list,50032795,admin,NULL
207403600102292,admin.list,50032795,admin,NULL
207403600105510,admin.list,50033598,admin,NULL
207403600035890,admin.list,50032853,admin,NULL
207403600032758,admin.list,50023835,admin,NULL
207403600032758,admin.list,50034793,admin,NULL
207403600068200,admin.list,50032853,admin,NULL
207403600094322,admin.list,50030542,admin,NULL
207403600013884,admin.list,50032759,admin,NULL
207403600013884,admin.list,50034793,admin,NULL
207403600035137,admin.list,50023835,admin,NULL
207403600058977,admin.list,50023795,admin,NULL
207403600094845,admin.list,50032795,admin,NULL
207403600060048,admin.list,50032795,admin,NULL
207403600074011,admin.list,50032853,admin,NULL
207403600033786,admin.list,50034793,admin,NULL
207403600053434,admin.list,50032795,admin,NULL
207403600053434,admin.list,50032853,admin,NULL
207403600101997,admin.list,50023795,admin,NULL
