__id__,__ai_agent_last_answer_type__,__ai_agent_rating__,__ai_agent_rating_remark__,__ai_agent_resolution_state__,__ai_agent_source_title__,__ai_agent_source_type__,__ai_agent_content_sources_total_count__,__ai_agent_content_sources_type__,__ai_agent_content_sources_content_sources_content_type__,__ai_agent_content_sources_content_sources_locale__,__ai_agent_content_sources_content_sources_title__,__ai_agent_content_sources_content_sources_url__,__ai_agent_content_sources_content_sources__
207403600607961,custom_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Shift Setup & Pay Guide,/fin-ai-agent/content?content=article&id=253780,NULL
207403600607961,custom_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,custom_answer,en,Time off - NR,/fin-ai-agent/custom-answers/14692,NULL
207403600597495,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,Cancelling an Appointment,/fin-ai-agent/content?content=article&id=258604,NULL
207403600597495,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,Building a Client's Schedule,/fin-ai-agent/content?content=article&id=265498,NULL
207403600597495,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,How to Change the Time of an Appointment,/fin-ai-agent/content?content=article&id=270257,NULL
207403600597495,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,The 'Save & Update Schedule' Button,/fin-ai-agent/content?content=article&id=281721,NULL
207403600350120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600526752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600021396,NULL,NULL,NULL,NULL,24-2 Customer Opens Message Res=False,workflow,0,content_source.list,NULL,NULL,NULL,NULL,NULL
207403600380339,custom_answer,NULL,NULL,routed_to_team,NEW Front End - Welcome to Nourish Customer Support,workflow,1,content_source.list,custom_answer,en,Archiving / Suspending a Resident / Person,/fin-ai-agent/custom-answers/12610,NULL
207403600366320,NULL,NULL,NULL,NULL,NEW Front End - Welcome to Nourish Customer Support,workflow,0,content_source.list,NULL,NULL,NULL,NULL,NULL
207403600498152,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,article,en,Whzan Integration👨‍⚕️,/fin-ai-agent/content?content=article&id=287226,NULL
207403600556999,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Family Portal - Roles,/fin-ai-agent/content?content=article&id=287288,NULL
207403600556999,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Family Portal Access,/fin-ai-agent/content?content=article&id=287322,NULL
207403600598896,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Libraries - How do I edit a Library Interaction?,/fin-ai-agent/content?content=article&id=287270,NULL
207403600598896,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to remove a Parameter / Question from an Interaction,/fin-ai-agent/content?content=article&id=287279,NULL
207403600598896,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Setting up a Schedule for an Interaction,/fin-ai-agent/content?content=article&id=287330,NULL
207403600598896,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to add a new Parameter / Question into an Interaction,/fin-ai-agent/content?content=article&id=287331,NULL
207403600478368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600614715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600597495,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,The Prevent and Warn Page,/fin-ai-agent/content?content=article&id=365979,NULL
207403600605880,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,2,content_source.list,article,en,"Mobile App – Authentication, Setup, and Revoking Access",/fin-ai-agent/content?content=article&id=224014,NULL
207403600605880,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,2,content_source.list,article,en,The Mobile App – Key Features,/fin-ai-agent/content?content=article&id=224016,NULL
207403600606182,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Personal Care notes,/fin-ai-agent/content?content=article&id=287283,NULL
207403600606182,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Personal Care Instructions,/fin-ai-agent/content?content=article&id=287298,NULL
207403600601216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600604308,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Radar Healthcare Integration,/fin-ai-agent/content?content=article&id=287220,NULL
207403600604308,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Insights reporting dashboards,/fin-ai-agent/content?content=article&id=312191,NULL
207403600604308,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,content_snippet,en,Why are some of our services not showing on the dashboard?,/fin-ai-agent/content?content=content_snippet&id=76243,NULL
207403600606633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600600423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600529143,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600529143,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How do I add a Profile Photo for a Resident / Service User,/fin-ai-agent/content?content=article&id=287314,NULL
207403600529143,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Common issues that relate to Wifi in the organisation (app),/fin-ai-agent/content?content=article&id=287316,NULL
207403600599653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600607088,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Building a Client's Schedule,/fin-ai-agent/content?content=article&id=265498,NULL
207403600605365,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,eLearning - Reporting Suite,/fin-ai-agent/content?content=article&id=322873,NULL
207403600607088,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,How to Create a One-Off Appointment on the Roster,/fin-ai-agent/content?content=article&id=268799,NULL
207403600607088,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,The 'Save & Update Schedule' Button,/fin-ai-agent/content?content=article&id=281721,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,How to Copy Groups & Rates,/fin-ai-agent/content?content=article&id=223986,NULL
207403600605365,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Client/Carer Roster Report,/fin-ai-agent/content?content=article&id=326427,NULL
207403600605365,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,The Personal Details Report,/fin-ai-agent/content?content=article&id=344709,NULL
207403600603802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,ContrOCC Report Guide – East Sussex County Council,/fin-ai-agent/content?content=article&id=223995,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,ContrOCC Report Guide – Surrey County Council Export,/fin-ai-agent/content?content=article&id=223996,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,ContrOCC Report Guides – Leicestershire County Council Exports,/fin-ai-agent/content?content=article&id=223997,NULL
207403600606349,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Mobile App Settings Guide,/fin-ai-agent/content?content=article&id=224015,NULL
207403600606349,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,The Mobile App – Key Features,/fin-ai-agent/content?content=article&id=224016,NULL
207403600607516,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to Create a new Interaction,/fin-ai-agent/content?content=article&id=287208,NULL
207403600607516,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Ally Integration (Acoustic Monitoring) 👂,/fin-ai-agent/content?content=article&id=287218,NULL
207403600607516,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Reporting - How to create a report from the interactions on the Timeline,/fin-ai-agent/content?content=article&id=287312,NULL
207403600607516,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Setting up a Schedule for an Interaction,/fin-ai-agent/content?content=article&id=287330,NULL
207403600591831,NULL,NULL,NULL,NULL,Fin AI Test,workflow,0,content_source.list,NULL,NULL,NULL,NULL,NULL
207403600614407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600606258,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,article,en,How to Create/Edit a Care/Support Plan Template,/fin-ai-agent/content?content=article&id=287212,NULL
207403600610570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600603875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600607479,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,custom_answer,en,Creating a New Interaction,/fin-ai-agent/custom-answers/12969,NULL
207403600497967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600610723,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Skin Integrity & Wound Management,/fin-ai-agent/content?content=article&id=287193,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,Adding or Editing Invoice/Payment Groups,/fin-ai-agent/content?content=article&id=288039,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,Setting Up Finance Rates,/fin-ai-agent/content?content=article&id=288302,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,Financial Information,/fin-ai-agent/content?content=article&id=292641,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,The Finance Stats Reports,/fin-ai-agent/content?content=article&id=356260,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,Regions,/fin-ai-agent/content?content=article&id=361021,NULL
207403600616348,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,10,content_source.list,article,en,The Company Details Page,/fin-ai-agent/content?content=article&id=361244,NULL
207403600606387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600610773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Getting Started (Deputy Manager),/fin-ai-agent/content?content=article&id=287242,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Care Plan & Support Privileges,/fin-ai-agent/content?content=article&id=287255,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Restricting the editability of Personalised Interactions,/fin-ai-agent/content?content=article&id=287259,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Libraries - How do I edit a Library Interaction?,/fin-ai-agent/content?content=article&id=287270,NULL
207403600610723,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How to edit a daily record / interaction on the timeline,/fin-ai-agent/content?content=article&id=287303,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,How to remove a Parameter / Question from an Interaction,/fin-ai-agent/content?content=article&id=287279,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,How to edit a daily record / interaction on the timeline,/fin-ai-agent/content?content=article&id=287303,NULL
207403600610723,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Managing skin & wound concerns that require attention via the Critical Information Page,/fin-ai-agent/content?content=article&id=389511,NULL
207403600605613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600615271,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Time Off - Day-to-Day Management,/fin-ai-agent/content?content=article&id=227461,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Fluid Targets,/fin-ai-agent/content?content=article&id=287306,NULL
207403600615271,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Shift Setup & Pay Guide,/fin-ai-agent/content?content=article&id=253780,NULL
207403600615271,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Time Off Management FAQs,/fin-ai-agent/content?content=article&id=287567,NULL
207403600605591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600591829,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600591829,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Common issues that relate to Wifi in the organisation (app),/fin-ai-agent/content?content=article&id=287316,NULL
207403600613014,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,6,content_source.list,article,en,Time Off Schemes & Types,/fin-ai-agent/content?content=article&id=226023,NULL
207403600613014,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,6,content_source.list,article,en,Time Off Management Overview,/fin-ai-agent/content?content=article&id=227443,NULL
207403600613014,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,6,content_source.list,article,en,Assigning a Time Off Scheme,/fin-ai-agent/content?content=article&id=227454,NULL
207403600613014,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,6,content_source.list,article,en,Time Off - Day-to-Day Management,/fin-ai-agent/content?content=article&id=227461,NULL
207403600613014,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,6,content_source.list,article,en,Updating Carer Scheme Assignments,/fin-ai-agent/content?content=article&id=268500,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,How to run a report of the Care Plan,/fin-ai-agent/content?content=article&id=287311,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Reporting - How to create a report from the interactions on the Timeline,/fin-ai-agent/content?content=article&id=287312,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,Setting up a Schedule for an Interaction,/fin-ai-agent/content?content=article&id=287330,NULL
207403600612949,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,12,content_source.list,article,en,How to add a new Parameter / Question into an Interaction,/fin-ai-agent/content?content=article&id=287331,NULL
207403600599968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600605257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600611826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600603982,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,Mobile App Settings Guide,/fin-ai-agent/content?content=article&id=224015,NULL
207403600603982,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,Setting Up Call Monitoring Alerts,/fin-ai-agent/content?content=article&id=239336,NULL
207403600603982,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,Checklists,/fin-ai-agent/content?content=article&id=301448,NULL
207403600603982,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,Call Monitoring Overview,/fin-ai-agent/content?content=article&id=320129,NULL
207403600603982,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,5,content_source.list,article,en,The Call & Care Monitoring Report,/fin-ai-agent/content?content=article&id=335734,NULL
207403600613014,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,6,content_source.list,article,en,Time Off Management FAQs,/fin-ai-agent/content?content=article&id=287567,NULL
207403600599519,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,content_snippet,en,Why are some of our services not showing on the dashboard?,/fin-ai-agent/content?content=content_snippet&id=76243,NULL
207403600599519,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,2024 Product Releases,/fin-ai-agent/content?content=article&id=287384,NULL
207403600616837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600608472,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Care Instructions (Document accessibility),/fin-ai-agent/content?content=article&id=287249,NULL
207403600608472,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,"DoLS, AWI and DNACPR interactions",/fin-ai-agent/content?content=article&id=287286,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Setting up a care schedule,/fin-ai-agent/content?content=article&id=287178,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Admission Pathway,/fin-ai-agent/content?content=article&id=287201,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Rescheduling - How to make an interaction appear again after a set time,/fin-ai-agent/content?content=article&id=287327,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Setting up a Schedule for an Interaction,/fin-ai-agent/content?content=article&id=287330,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,2024 Product Releases,/fin-ai-agent/content?content=article&id=287384,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,custom_answer,en,Where to record something?,/fin-ai-agent/custom-answers/12951,NULL
207403600614619,ai_answer,NULL,NULL,confirmed_resolution,Fin AI Test,workflow,7,content_source.list,custom_answer,en,Scheduling an interaction monthly,/fin-ai-agent/custom-answers/12970,NULL
207403600477961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600605144,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to set warning for an interaction if it isn't completed,/fin-ai-agent/content?content=article&id=287326,NULL
207403600605144,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Rescheduling - How to make an interaction appear again after a set time,/fin-ai-agent/content?content=article&id=287327,NULL
207403600599834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600615431,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,Creating & Assigning Appointment Tasks,/fin-ai-agent/content?content=article&id=224007,NULL
207403600615431,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,The Client/Carer Diary – Settings & Customising Categories,/fin-ai-agent/content?content=article&id=224013,NULL
207403600615431,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,Mobile App Settings Guide,/fin-ai-agent/content?content=article&id=224015,NULL
207403600615431,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,Notes Sync from Nourish Rostering,/fin-ai-agent/content?content=article&id=287164,NULL
207403600599392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600595863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600599164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600606198,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Getting Started (Deputy Manager),/fin-ai-agent/content?content=article&id=287242,NULL
207403600606198,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to Save an interaction for Later,/fin-ai-agent/content?content=article&id=287266,NULL
207403600606198,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Edit after close privilege,/fin-ai-agent/content?content=article&id=287267,NULL
207403600606198,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Common issues that relate to Wifi in the organisation (app),/fin-ai-agent/content?content=article&id=287316,NULL
207403600614772,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Setting up a care schedule,/fin-ai-agent/content?content=article&id=287178,NULL
207403600614772,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Updates to Interactions - 2022,/fin-ai-agent/content?content=article&id=287253,NULL
207403600614772,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How do I add a Profile Photo for a Resident / Service User,/fin-ai-agent/content?content=article&id=287314,NULL
207403600614772,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,custom_answer,en,How to add a resident profile picture,/fin-ai-agent/custom-answers/13649,NULL
207403600571599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600599757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600611161,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Blaucomm Integration,/fin-ai-agent/content?content=article&id=287203,NULL
207403600611161,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,content_snippet,en,"How can I reactivate two devices with serial numbers DX3GVOJXPLJP and FFWCXPDPPLJT that show ""Nourish not installed"" and ""not authorised to login""?",/fin-ai-agent/content?content=content_snippet&id=76224,NULL
207403600611971,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How to manage 'status' for people supported?,/fin-ai-agent/content?content=article&id=287173,NULL
207403600611971,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Admission Pathway,/fin-ai-agent/content?content=article&id=287201,NULL
207403600611971,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How do Assessments Work?,/fin-ai-agent/content?content=article&id=287277,NULL
207403600292306,NULL,NULL,NULL,NULL,NEW Front End - Welcome to Nourish Customer Support,workflow,0,content_source.list,NULL,NULL,NULL,NULL,NULL
207403600600956,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to edit a daily record / interaction on the timeline,/fin-ai-agent/content?content=article&id=287303,NULL
207403600600956,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to view an Archived Care / Support Plan and un-archive if needed,/fin-ai-agent/content?content=article&id=287308,NULL
207403600600956,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to change the time of an interaction,/fin-ai-agent/content?content=article&id=287323,NULL
207403600600956,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,2024 Product Releases,/fin-ai-agent/content?content=article&id=287384,NULL
207403600606467,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to add / Import a Care / Support Plan and Timeline to a Resident,/fin-ai-agent/content?content=article&id=287321,NULL
207403600606467,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Printing a Care / Support Plan,/fin-ai-agent/content?content=article&id=287329,NULL
207403600595777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600597143,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to Create/Edit a Care/Support Plan Template,/fin-ai-agent/content?content=article&id=287212,NULL
207403600597143,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to add / Import a Care / Support Plan and Timeline to a Resident,/fin-ai-agent/content?content=article&id=287321,NULL
207403600616216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600565766,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,Time Off Schemes & Types,/fin-ai-agent/content?content=article&id=226023,NULL
207403600565766,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,Time Off Pay Matrix,/fin-ai-agent/content?content=article&id=227453,NULL
207403600565766,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,Time Off Management FAQs,/fin-ai-agent/content?content=article&id=287567,NULL
207403600565766,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,4,content_source.list,article,en,The Uninvoiced & Untimesheeted Appointments Report,/fin-ai-agent/content?content=article&id=351195,NULL
207403600595580,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600318278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600615275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600252679,NULL,NULL,NULL,NULL,Triage issues and assign to different teams,workflow,0,content_source.list,NULL,NULL,NULL,NULL,NULL
207403600612117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600383551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600594653,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Time Off Reports,/fin-ai-agent/content?content=article&id=268502,NULL
207403600594653,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Time Off Management FAQs,/fin-ai-agent/content?content=article&id=287567,NULL
207403600606539,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Getting started on Nourish: A set-up guide for Superusers,/fin-ai-agent/content?content=article&id=286983,NULL
