id,type_of_care,provider_id,location_id,capacity,region,town,postcode,target_capacity,incident_rate_target,name,slug,organisation_id,organisation,base_url,created_at,updated_at,combined_id,PoolName,SchemaName
47744,NULL,NULL,NULL,NULL,NULL,NULL,SW15 5AR,NULL,NULL,Manchester CCG,manchester-ccg,27893,A5O Limited,https://org.nourishcare.co.uk/a5o-limited+manchester-ccg#,2024-10-31 10:41:43.1420000 +00:00,2024-10-31 10:53:17.5790000 +00:00,prod-47744,Prod2,prod
20055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cathedral Road,cathedral-road,7790,React Support Services,https://org.nourishcare.co.uk/react-support-services+cathedral-road#,2023-04-27 12:44:50.5510000 +00:00,2023-04-27 12:44:50.5510000 +00:00,prod-20055,Prod2,prod
41375,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,Brighton Road,brighton-road,14225,Enabling Lives,https://org.nourishcare.co.uk/enabling-lives+brighton-road#,2024-06-11 16:21:26.3040000 +00:00,2024-06-11 16:21:26.3040000 +00:00,prod-41375,Prod2,prod
11312,NULL,NULL,NULL,NULL,"Surrey ",Godalming,GU7 3HY,NULL,NULL,The Summers,the-summers,2345,CHD Living,https://org.nourishcare.co.uk/chd-living+the-summers#,2022-06-13 18:32:22.4310000 +00:00,2022-08-03 14:22:39.5660000 +00:00,prod-11312,Prod2,prod
11409,NULL,1-102643088,NULL,NULL,"Durham ",Pity Me,DH1 5TH,NULL,NULL,Henderson Court 1-10,henderson-court-1-10,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+henderson-court-1-10#,2022-06-16 19:50:22.0460000 +00:00,2022-11-29 18:32:50.9250000 +00:00,prod-11409,Prod2,prod
47613,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,Willow 1,willow-1,27752,Willowbrook House Nursing Home,https://org.nourishcare.co.uk/willowbrook-house-nursing-home+willow-1#,2024-10-16 07:45:34.5620000 +00:00,2024-10-16 07:45:34.5620000 +00:00,prod-47613,Prod2,prod
47624,NULL,NULL,NULL,NULL,NULL,NULL,LE1 6RX,NULL,NULL,Location 2,location-2,27755,Arch Futures Ltd,https://org.nourishcare.co.uk/arch-futures-ltd+location-2#,2024-10-17 15:04:31.1630000 +00:00,2024-10-17 15:10:27.2250000 +00:00,prod-47624,Prod2,prod
13323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No. 15 - 17,no-15-17,5447,Hills View Care Service,https://org.nourishcare.co.uk/hills-view-care-service+no-15-17#,2022-08-12 13:16:19.8790000 +00:00,2022-08-24 12:41:07.3430000 +00:00,prod-13323,Prod2,prod
13455,NULL,NULL,1-1360253394,NULL,NULL,Halesowen,B63 2EH,NULL,NULL,Freetime Care Services,freetime-care-services,5480,Freetime Care Services,https://org.nourishcare.co.uk/freetime-care-services+freetime-care-services#,2022-08-19 12:03:10.1340000 +00:00,2022-09-14 13:21:59.3590000 +00:00,prod-13455,Prod2,prod
14412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Home 1,home-1,6272,Livingbridge.,https://org.nourishcare.co.uk/livingbridge+home-1#,2022-09-01 12:58:46.5210000 +00:00,2022-09-01 12:58:46.5210000 +00:00,prod-14412,Prod2,prod
15204,NULL,1-101663792,NULL,NULL," Hampshire",Southampton,SO19 7JD,NULL,NULL,"68-70 Merridale Road ",68-70-merridale-road,261,Chessel Support Services,https://org.nourishcare.co.uk/chesselsupportservices+68-70-merridale-road#,2022-10-04 17:40:02.5820000 +00:00,2022-10-10 11:51:56.9380000 +00:00,prod-15204,Prod2,prod
47611,NULL,NULL,NULL,NULL,NULL,NULL,TA6 6DF,NULL,NULL,Taunton,taunton,27750,Community Demo,https://org.nourishcare.co.uk/community-demo+taunton#,2024-10-15 10:29:54.1750000 +00:00,2024-10-24 09:08:01.1110000 +00:00,prod-47611,Prod2,prod
16755,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,Sandbox,sandbox,7790,React Support Services,https://org.nourishcare.co.uk/react-support-services+sandbox#,2022-12-20 15:51:41.4090000 +00:00,2023-03-13 16:32:59.6540000 +00:00,prod-16755,Prod2,prod
271,care_home,1-102642981,1-123781308,40,"London ","Colney Hatch Lane, ",N11 3ND,NULL,NULL,1st Floor Stella & Harry Freedman House,1st-floor-stella-harry-freedman-house,87,Jewish Care,https://org.nourishcare.co.uk/jewish-care+1st-floor-stella-harry-freedman-house#,2018-01-30 15:37:48.6230000 +00:00,2024-02-15 13:35:48.0960000 +00:00,prod-271,Prod2,prod
37024,NULL,NULL,NULL,NULL,NULL,NULL,GL2 8DN,NULL,NULL,Gloucester,gloucester,19936,Black & White Group Ltd,https://org.nourishcare.co.uk/black-white-group-ltd+gloucester#,2024-04-09 14:39:21.0940000 +00:00,2024-04-11 10:48:53.8640000 +00:00,prod-37024,Prod2,prod
27021,NULL,NULL,NULL,1,SCOABE,Aberdeen,AB24 2BA,NULL,NULL,Great Northern Road,great-northern-road,3236,Affinity,https://org.nourishcare.co.uk/affinity+great-northern-road#,2023-11-17 12:03:45.9300000 +00:00,2024-10-28 21:54:40.7180000 +00:00,prod-27021,Prod2,prod
26952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ipswich,ipswich,12543,3HA Limited,https://org.nourishcare.co.uk/3ha-limited+ipswich#,2023-11-14 14:27:37.1750000 +00:00,2023-11-14 14:29:18.0080000 +00:00,prod-26952,Prod2,prod
22905,NULL,NULL,NULL,4,Trafford 2,Manchester,M41 5BU,NULL,NULL,Spennithorne Road,spennithorne-road,10859,Future Directions Community Interest Company,https://org.nourishcare.co.uk/future-directions-community-interest-company+spennithorne-road#,2023-08-08 10:29:18.2390000 +00:00,2024-11-12 17:27:06.3110000 +00:00,prod-22905,Prod2,prod
20715,NULL,NULL,NULL,85,NULL,London,SW16 3JB,NULL,NULL,British Home and Hospital,british-home-and-hospital,9968,British Home and Hospital,https://org.nourishcare.co.uk/british-home-and-hospital+british-home-and-hospital#,2023-05-19 18:58:30.4540000 +00:00,2023-11-23 16:55:28.2590000 +00:00,prod-20715,Prod2,prod
29458,NULL,NULL,NULL,14,North,NULL,NULL,NULL,NULL,Park House,park-house,13433,Active Assistance (UK) Group Ltd,https://org.nourishcare.co.uk/active-assistance-uk-group-ltd+park-house#,2024-01-03 08:54:56.8120000 +00:00,2024-01-03 08:54:56.8120000 +00:00,prod-29458,Prod2,prod
21049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Osborne Court – Block 1,osborne-court-block-1,9539,365 Support Limited,https://org.nourishcare.co.uk/365-support-limited+osborne-court-block-1#,2023-06-02 10:34:12.1310000 +00:00,2023-06-02 10:34:12.1310000 +00:00,prod-21049,Prod2,prod
29229,NULL,NULL,NULL,NULL,NULL,NULL,BS28 4EB,NULL,NULL,Somerset,somerset,14357,You Are My Sunshine,https://org.nourishcare.co.uk/you-are-my-sunshine+somerset#,2024-01-02 12:44:48.3040000 +00:00,2024-01-03 10:02:57.7890000 +00:00,prod-29229,Prod2,prod
17382,NULL,NULL,NULL,NULL,"Kent,","Canterbury,",CT1 3DN,NULL,NULL,Kimberly Care Village,kimberly-care-village,8186,Pearl Health Care,https://org.nourishcare.co.uk/pearl-health-care+kimberly-care-village#,2023-01-20 13:35:45.8820000 +00:00,2023-05-26 13:13:33.3220000 +00:00,prod-17382,Prod2,prod
8737,NULL,NULL,NULL,NULL,NORAIS,NULL,BD18 3DZ,NULL,NULL,Shipley Outreach,shipley-outreach,3236,Affinity,https://org.nourishcare.co.uk/affinity+shipley-outreach#,2022-03-20 16:03:28.7120000 +00:00,2024-08-27 14:16:25.6590000 +00:00,prod-8737,Prod2,prod
243,care_home,1-101624405,1-109995339,NULL,Slough,Burnham,SL1 6LD,NULL,NULL," Z - DO NOT USE | Forget Me Not",z-do-not-use-forget-me-not,127,Forget Me Not,https://org.nourishcare.co.uk/forgetmenot+z-do-not-use-forget-me-not#,2017-11-30 11:51:13.8310000 +00:00,2023-06-20 19:42:47.8710000 +00:00,prod-243,Prod2,prod
25965,NULL,NULL,NULL,13,South West,Weston Super Mare,BS23 1DA,NULL,NULL,Graham Court Supported living,graham-court-supported-living,10793,Cintre,https://org.nourishcare.co.uk/cintre+graham-court-supported-living#,2023-10-30 10:10:42.4080000 +00:00,2024-04-24 11:29:01.8780000 +00:00,prod-25965,Prod2,prod
11175,NULL,NULL,NULL,0,SOUSOM,Wells,BA5 3DG,NULL,NULL,Somerset Office,somerset-office,3236,Affinity,https://org.nourishcare.co.uk/affinity+somerset-office#,2022-06-08 09:16:09.4890000 +00:00,2024-08-27 14:16:25.6590000 +00:00,prod-11175,Prod2,prod
11002,NULL,NULL,6a Mossfield Drive	Glencruitten		Oban	PA34 4EN,1,SCOWOS,Oban," PA34 4EN",NULL,NULL,Oban Supported Living Team 2,oban-supported-living-team-2,3236,Affinity,https://org.nourishcare.co.uk/affinity+oban-supported-living-team-2#,2022-06-05 21:21:23.0050000 +00:00,2024-08-27 14:16:25.6590000 +00:00,prod-11002,Prod2,prod
11552,NULL,NULL,NULL,NULL,CTLSHS,Sheffield,S35 1XW,NULL,NULL,ZZ - SSC - 2 Steven Close,zz-ssc-2-steven-close,3236,Affinity,https://org.nourishcare.co.uk/affinity+zz-ssc-2-steven-close#,2022-06-22 18:50:56.7380000 +00:00,2024-08-27 14:16:25.6590000 +00:00,prod-11552,Prod2,prod
48241,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,Stocksbridge Neuro Rehabilitation Centre,stocksbridge-neuro-rehabilitation-centre,28382,Healthcare Management Solutions,https://org.nourishcare.co.uk/healthcare-management-solutions+stocksbridge-neuro-rehabilitation-centre#,2024-12-11 23:38:03.5540000 +00:00,2024-12-11 23:38:03.5540000 +00:00,prod-48241,Prod2,prod
34281,NULL,NULL,NULL,NULL,NULL,NULL,BS32 4JT,NULL,NULL,Bristol,bristol,17756,Blakehill Healthcare,https://org.nourishcare.co.uk/blakehill-healthcare+bristol#,2024-02-22 19:06:23.3600000 +00:00,2024-03-05 09:25:47.8080000 +00:00,prod-34281,Prod2,prod
35799,NULL,NULL,NULL,NULL,NULL,NULL,UB6 0AA,NULL,NULL,Stellar Healthcare Solutions Limited,stellar-healthcare-solutions-limited,18913,Stellar Healthcare Solutions Limited,https://org.nourishcare.co.uk/stellar-healthcare-solutions-limited+stellar-healthcare-solutions-limited#,2024-03-14 10:55:08.2520000 +00:00,2024-03-26 09:09:19.4670000 +00:00,prod-35799,Prod2,prod
5073,NULL,NULL,"Unit 5,6 & 7, The Lady Bee Enterprise Centre",NULL,Southwick,Worthing,BN2 4BW,NULL,NULL,Aspirations Day Care,aspirations-day-care,2312,Aspirations Day Care,https://org.nourishcare.co.uk/aspirations-day-care+aspirations-day-care#,2021-08-10 18:51:21.2950000 +00:00,2024-09-15 13:11:51.7630000 +00:00,prod-5073,Prod2,prod
45796,NULL,NULL,NULL,NULL,NULL,NULL,NN1 3RN,NULL,NULL,NC carenova,nc-carenova,26534,Carenova Ltd,https://org.nourishcare.co.uk/carenova-ltd+nc-carenova#,2024-08-13 08:33:05.6420000 +00:00,2024-08-14 08:47:39.4810000 +00:00,prod-45796,Prod2,prod
45036,NULL,NULL,NULL,8,NULL,NULL,GL1 3DS,NULL,NULL,24 Heathville,24-heathville,234,Heathville Care,https://org.nourishcare.co.uk/heathville+24-heathville#,2024-08-04 22:36:43.4910000 +00:00,2024-08-21 10:10:50.5440000 +00:00,prod-45036,Prod2,prod
48279,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,SBH Sara Mohammed Flat 51 Biggs Square,sbh-sara-mohammed-flat-51-biggs-square,27662,Valour Youth,https://org.nourishcare.co.uk/valour-youth+sbh-sara-mohammed-flat-51-biggs-square#,2024-12-13 13:40:16.8490000 +00:00,2024-12-13 13:40:16.8490000 +00:00,prod-48279,Prod2,prod
11543,NULL,NULL,NULL,NULL,CTLLGH,Loughborough,LE11 3AZ,NULL,NULL,Loughborough Burfield Avenue,loughborough-burfield-avenue,3236,Affinity,https://org.nourishcare.co.uk/affinity+loughborough-burfield-avenue#,2022-06-22 18:14:54.3500000 +00:00,2024-08-27 20:16:54.7620000 +00:00,prod-11543,Prod2,prod
22502,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,OCS - Witla Court,ocs-witla-court,6239,Iris Care Group,https://org.nourishcare.co.uk/iris-care-group+ocs-witla-court#,2023-07-23 11:15:14.4600000 +00:00,2023-09-14 10:48:02.0850000 +00:00,prod-22502,Prod2,prod
342,residence,1-101678654,NULL,6,Oxford,Banbury,OX16 5JH,6,NULL,Butchers Row,butchers-row,139,Style Acre,https://org.nourishcare.co.uk/style-acre+butchers-row#,2018-04-11 10:17:41.8260000 +00:00,2023-11-28 14:31:37.6320000 +00:00,prod-342,Prod2,prod
1137,care_home,NULL,NULL,NULL,Warwickshire,Coventry,CV3 3AG,NULL,NULL,ML Willow Unit,ml-willow-unit,208,St Matthews Healthcare Ltd,https://org.nourishcare.co.uk/st-matthews-healthcare+ml-willow-unit#,2020-05-01 14:15:52.3490000 +00:00,2023-12-14 07:22:34.0080000 +00:00,prod-1137,Prod2,prod
28933,NULL,NULL,NULL,NULL,NULL,NULL,SW14 8AB,NULL,NULL,Hampton,hampton,14192,Amber Home Carers,https://org.nourishcare.co.uk/amber-home-carers+hampton#,2023-12-22 13:41:06.1380000 +00:00,2024-01-10 09:10:55.8600000 +00:00,prod-28933,Prod2,prod
32431,NULL,NULL,NULL,0,NULL,NULL,SE13 6EE,NULL,NULL,London,london,16635,Anrapheal Care Agency Limited,https://org.nourishcare.co.uk/anrapheal-care-agency-limited+london#,2024-02-05 07:33:02.7350000 +00:00,2024-02-08 09:17:25.5900000 +00:00,prod-32431,Prod2,prod
32893,NULL,NULL,NULL,18,South East England,NULL,NULL,NULL,NULL,Lyndhurst Residential Home,lyndhurst-residential-home,16799,Goring Care Homes,https://org.nourishcare.co.uk/goring-care-homes+lyndhurst-residential-home#,2024-02-07 23:19:57.8310000 +00:00,2024-02-07 23:19:57.8310000 +00:00,prod-32893,Prod2,prod
34017,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,Duncannons,duncannons,314,Inclusive Support Ltd,https://org.nourishcare.co.uk/inclusive-support-ltd+duncannons#,2024-02-20 13:41:16.4360000 +00:00,2024-02-20 13:41:16.4360000 +00:00,prod-34017,Prod2,prod
35442,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,South Gwynedd (76) Cefn Gwyn,south-gwynedd-76-cefn-gwyn,5249,Anheddau Cyf,https://org.nourishcare.co.uk/anheddau-cyf+south-gwynedd-76-cefn-gwyn#,2024-03-07 10:12:04.8490000 +00:00,2024-03-07 10:12:04.8490000 +00:00,prod-35442,Prod2,prod
36918,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,Ingleton Road,ingleton-road,18383,Paradise Independent Living Ltd,https://org.nourishcare.co.uk/paradise-independent-living-ltd+ingleton-road#,2024-04-08 08:53:59.4860000 +00:00,2024-04-26 09:47:30.2530000 +00:00,prod-36918,Prod2,prod
17811,NULL,NULL,NULL,55,NULL,NULL,PO37 7EJ,NULL,NULL,Milford Del Support Agency,milford-del-support-agency,8549,Milford Del Support Agency,https://org.nourishcare.co.uk/milford-del-support-agency+milford-del-support-agency#,2023-02-07 18:12:30.6350000 +00:00,2024-03-12 13:31:22.6620000 +00:00,prod-17811,Prod2,prod
38603,NULL,1-102643088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,The Dale,the-dale,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+the-dale#,2024-05-02 16:44:09.9720000 +00:00,2024-05-03 05:39:32.7660000 +00:00,prod-38603,Prod2,prod
21544,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,"540 Maidstone Road, Rainham",540-maidstone-road-rainham,7658,Time 4 U Limited,https://org.nourishcare.co.uk/time-4-u-limited+540-maidstone-road-rainham#,2023-06-20 08:14:57.6870000 +00:00,2024-02-29 13:38:00.4660000 +00:00,prod-21544,Prod2,prod
33915,NULL,NULL,NULL,NULL,NULL,NULL,BN3 4FF,NULL,NULL,Fairdene Lodge,fairdene-lodge,17525,Fairdene Lodge,https://org.nourishcare.co.uk/fairdene-lodge+fairdene-lodge#,2024-02-20 11:26:20.3770000 +00:00,2024-03-14 10:03:19.9190000 +00:00,prod-33915,Prod2,prod
32068,NULL,NULL,NULL,NULL,North West England,NULL,NULL,NULL,NULL,Lakenheath,lakenheath,5018,Bright Futures Care,https://org.nourishcare.co.uk/bright-futures-care+lakenheath#,2024-01-31 13:50:41.2490000 +00:00,2024-01-31 13:50:41.2490000 +00:00,prod-32068,Prod2,prod
137,care_home,1-2028128436,1-2104814549,NULL,Dorset,Weymouth,DT3 6HR,NULL,NULL,Bosworth Care Home,bosworth,72,Bosworth Care Home (Dorset) Ltd,https://org.nourishcare.co.uk/bosworth+bosworth#,2017-03-17 09:18:06.6680000 +00:00,2020-03-20 13:33:13.1230000 +00:00,prod-137,Prod2,prod
373,domiciliary_care,1-101651848,NULL,NULL,Dorset,Poole,BH12 4HX,NULL,NULL,228 Herbert Avenue,228herbertavenue,113,Diverse Abilities,https://org.nourishcare.co.uk/diverseabilities+228herbertavenue#,2018-05-22 20:43:11.0790000 +00:00,2022-10-10 13:37:30.9210000 +00:00,prod-373,Prod2,prod
430,residence,NULL,NULL,NULL,NULL,NULL,BH21 1JS,NULL,NULL,11 Cranford Avenue,11-cranford-ave,168,East Boro Housing Trust - Weymouth C&S,https://org.nourishcare.co.uk/east-boro-weymouth-cands+11-cranford-ave#,2018-07-30 10:51:52.9500000 +00:00,2022-01-10 11:34:59.6430000 +00:00,prod-430,Prod2,prod
538,domiciliary_care,1-1002156221,1-1949710807,NULL,NULL,"King's Lynn, ",PE30 3SJ,NULL,NULL,Bedford Drive,bedford-dDrive,198,Dedicated Care East Anglia Limited,https://org.nourishcare.co.uk/dedicated-care-east-anglia+bedford-dDrive#,2018-12-04 16:34:01.3120000 +00:00,2020-03-20 13:33:13.8260000 +00:00,prod-538,Prod2,prod
35645,NULL,NULL,NULL,4,Camden,NULL,NULL,NULL,NULL,Granary Street,granary-street,10430,LDN London,https://org.nourishcare.co.uk/ldn-london+granary-street#,2024-03-12 08:03:09.3300000 +00:00,2024-03-12 08:03:09.3300000 +00:00,prod-35645,Prod2,prod
563,care_home,NULL,1-112081436,NULL,NULL,NULL,SO32 2DP,NULL,NULL,The White House,the_white_house,204,The White House (Curdridge) Ltd,https://org.nourishcare.co.uk/curdridge+the_white_house#,2019-01-17 11:29:41.8900000 +00:00,2020-03-20 13:33:13.8090000 +00:00,prod-563,Prod2,prod
31044,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,NULL,Henley Lodge,henley-lodge,15710,Saivan Care Services Ltd,https://org.nourishcare.co.uk/saivan-care-services-ltd+henley-lodge#,2024-01-19 15:10:44.9650000 +00:00,2024-01-19 15:10:44.9650000 +00:00,prod-31044,Prod2,prod
575,day_care,1-101613086,1-5936658281,NULL,NULL,NULL,SO43 7FT,NULL,NULL,New Forest Day Services,new-forest-day-services,143,Minstead Trust,https://org.nourishcare.co.uk/minsteadtrust+new-forest-day-services#,2019-02-13 10:14:29.9350000 +00:00,2022-07-08 12:53:01.4880000 +00:00,prod-575,Prod2,prod
650,care_home,NULL,NULL,NULL,x,x,x,NULL,NULL,Family Member LD,ld-family-member,217,Teambuilding 280419,https://org.nourishcare.co.uk/teambuilding-280419+ld-family-member#,2019-04-29 07:57:18.0090000 +00:00,2020-03-20 14:05:37.0710000 +00:00,prod-650,Prod2,prod
695,care_home,1-101679487,1-124502118,NULL,Cornwall,NULL,PL14 5AJ,NULL,NULL,Eldon House,eldon-house,230,Sharob Care,https://org.nourishcare.co.uk/sharob-care+eldon-house#,2019-06-14 08:43:39.5450000 +00:00,2022-10-28 15:57:35.0050000 +00:00,prod-695,Prod2,prod
5145,NULL,NULL,NULL,NULL,Isle of Wight,Ryde,P0333FE,NULL,NULL,Maple Tree,maple-tree,1982,Ryde House Group Ltd,https://org.nourishcare.co.uk/ryde-house-group-ltd+maple-tree#,2021-08-12 06:50:42.1130000 +00:00,2023-05-18 09:16:20.3360000 +00:00,prod-5145,Prod2,prod
35434,NULL,NULL,NULL,NULL,NULL,NULL,HU10 6RJ,NULL,NULL,yourchoice4care,yourchoice4care,18615,Your Choice 4 Care,https://org.nourishcare.co.uk/your-choice-4-care+yourchoice4care#,2024-03-07 09:35:44.3250000 +00:00,2024-03-11 10:15:06.2040000 +00:00,prod-35434,Prod2,prod
28174,NULL,NULL,NULL,4,NULL,Bredbury,SK6 1DQ,NULL,NULL,Merton House,merton-house,13730,Rainbow Personnel,https://org.nourishcare.co.uk/rainbow-personnel+merton-house#,2023-12-12 01:34:30.7410000 +00:00,2024-01-25 20:40:16.8510000 +00:00,prod-28174,Prod2,prod
977,care_home,1-115624960,1-115625027,NULL,"Kingston upon Thames ",Surbiton,KT6 6QR,NULL,NULL,Bourne House,bourne-house,239,"Future Care Group ",https://org.nourishcare.co.uk/futurecaregroup+bourne-house#,2020-02-04 16:29:56.2260000 +00:00,2022-02-21 12:26:39.9720000 +00:00,prod-977,Prod2,prod
1108,domiciliary_care,1-102643088,NULL,NULL,Merseyside,Liverpool,L17 8XB,NULL,NULL,Sefton Grove,sefton-grove,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+sefton-grove#,2020-04-14 10:45:00.2600000 +00:00,2022-01-14 16:53:02.8780000 +00:00,prod-1108,Prod2,prod
21804,NULL,NULL,NULL,1,North West England,NULL,NULL,NULL,NULL,Yew Tree,yew-tree,4358,City Care Partnership,https://org.nourishcare.co.uk/city-care-partnership+yew-tree#,2023-06-28 20:12:39.3850000 +00:00,2023-06-28 20:12:39.3850000 +00:00,prod-21804,Prod2,prod
43056,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,Aveley House,aveley-house,24389,Meadowview Care Limited,https://org.nourishcare.co.uk/meadowview-care-limited+aveley-house#,2024-07-05 09:47:18.1850000 +00:00,2024-07-05 09:47:18.1850000 +00:00,prod-43056,Prod2,prod
1169,care_home,NULL,NULL,NULL,Buckinghamshire,Amersham,HP6 6EY,NULL,NULL,Cheriton Care Home,cheriton-care-home,191,Stag Care,https://org.nourishcare.co.uk/stag-care+cheriton-care-home#,2020-06-05 11:43:45.3490000 +00:00,2020-06-22 07:46:34.8140000 +00:00,prod-1169,Prod2,prod
1175,domiciliary_care,CS2004063172,Ayr,NULL,Ayrshire,Dalmellington,KA6 7SW,NULL,NULL,Dalmellington Care Centre,dalmellington-care-centre,304,Doon Care,https://org.nourishcare.co.uk/doon-care+dalmellington-care-centre#,2020-06-11 13:35:08.9640000 +00:00,2020-06-11 13:35:12.2620000 +00:00,prod-1175,Prod2,prod
1190,domiciliary_care,NULL,NULL,NULL,Kent,Whitstable,CT5 4NN,NULL,NULL,Tulip,tulip,266,White Rose Care,https://org.nourishcare.co.uk/white-rose-care+tulip#,2020-06-25 15:00:01.6390000 +00:00,2020-07-13 14:44:49.8220000 +00:00,prod-1190,Prod2,prod
1202,care_home,NULL,NULL,NULL,West Midlands,Sutton Coldfield,B74 4SU,NULL,NULL,Highcroft House,highcroft-house,310,Dignus Healthcare,https://org.nourishcare.co.uk/dignus-healthcare+highcroft-house#,2020-07-03 14:08:51.5800000 +00:00,2020-10-26 15:09:01.9070000 +00:00,prod-1202,Prod2,prod
1244,domiciliary_care,1-102643088,NULL,NULL,County Durham,Langley Moor,DH7 8HA,NULL,NULL,Littleburn Lodge,littleburn-lodge,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+littleburn-lodge#,2020-07-17 09:37:59.7070000 +00:00,2020-08-04 09:07:53.0620000 +00:00,prod-1244,Prod2,prod
39246,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,The reach,the-reach,21518,Grace Eyre Foundation,https://org.nourishcare.co.uk/grace-eyre-foundation+the-reach#,2024-05-13 11:09:33.4800000 +00:00,2024-05-13 11:09:33.4800000 +00:00,prod-39246,Prod2,prod
1318,domiciliary_care,1-102643088,NULL,NULL,Cumbria,Maryport,CA15 6SJ,NULL,NULL,Seaview,seaview,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+seaview#,2020-07-22 14:52:08.6890000 +00:00,2020-07-27 10:05:32.1420000 +00:00,prod-1318,Prod2,prod
1336,domiciliary_care,1-102643088,NULL,NULL,Scotland,Aberdeen,AB32 6WX,NULL,NULL,Westfield Gardens,westfield-gardens,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+westfield-gardens#,2020-07-22 15:31:34.6780000 +00:00,2020-07-27 08:45:28.6560000 +00:00,prod-1336,Prod2,prod
1360,domiciliary_care,1-102643088,NULL,NULL,North Yorkshire,Stockton-on-Tees,TS17 0FW,NULL,NULL,Acorn Close 6,acorn-close-6,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+acorn-close-6#,2020-08-10 11:04:02.6130000 +00:00,2022-11-29 18:14:14.1430000 +00:00,prod-1360,Prod2,prod
1442,care_home,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UBU Support Sandbox,ubu-support-sandbox,331,UBU Support,https://org.nourishcare.co.uk/ubu-support+ubu-support-sandbox#,2020-09-28 14:35:37.6870000 +00:00,2022-04-25 15:32:34.7590000 +00:00,prod-1442,Prod2,prod
47392,NULL,NULL,NULL,3,NULL,NULL,CF82 7DW,NULL,NULL,Markham,markham,27627,Partnership of Care Ltd.,https://org.nourishcare.co.uk/partnership-of-care-ltd+markham#,2024-09-24 08:50:20.9780000 +00:00,2024-10-11 15:46:04.8350000 +00:00,prod-47392,Prod2,prod
19463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WME – 126 Strode Road,wme-126-strode-road,3236,Affinity,https://org.nourishcare.co.uk/affinity+wme-126-strode-road#,2023-03-31 14:05:25.9970000 +00:00,2024-08-27 14:16:25.6590000 +00:00,prod-19463,Prod2,prod
23994,NULL,NULL,NULL,4,North West,Cheadle Hulme,SK8 6RQ,NULL,NULL,1,1,10529,Seashell Trust,https://org.nourishcare.co.uk/seashell-trust+1#,2023-09-08 10:37:16.8860000 +00:00,2023-11-02 10:48:03.8860000 +00:00,prod-23994,Prod2,prod
3093,care_home,1-101688266,NULL,NULL,NULL,Peterborough,PE1 4DX,NULL,NULL,Park Vista,park-vista,146,Peterborough Care (PBC),https://org.nourishcare.co.uk/peterboroughcare+park-vista#,2021-03-18 07:23:45.9110000 +00:00,2022-10-10 13:24:04.3740000 +00:00,prod-3093,Prod2,prod
47742,NULL,NULL,NULL,NULL,NULL,NULL,SW15 5AR,NULL,NULL,East Sussex,east-sussex,27893,A5O Limited,https://org.nourishcare.co.uk/a5o-limited+east-sussex#,2024-10-31 10:36:55.4570000 +00:00,2024-10-31 10:57:04.9730000 +00:00,prod-47742,Prod2,prod
33222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Welshpool,welshpool,15116,SupportDemo,https://org.nourishcare.co.uk/supportdemo+welshpool#,2024-02-08 14:57:27.3840000 +00:00,2024-02-08 14:57:47.2330000 +00:00,prod-33222,Prod2,prod
32202,NULL,NULL,NULL,0,NULL,NULL,IG11 7BZ,NULL,NULL,Witham – CM8,witham-cm8,16502,Chinite Home Care,https://org.nourishcare.co.uk/chinite-home-care+witham-cm8#,2024-02-01 14:36:01.5950000 +00:00,2024-02-08 10:28:47.3170000 +00:00,prod-32202,Prod2,prod
