__id__,__topics_total_count__,__topics_type__,__topics_topics_id__,__topics_topics_name__,__topics_topics_type__,__topics_topics__
20676600344722,0,topic.list,NULL,NULL,NULL,NULL
20676600646280,0,topic.list,NULL,NULL,NULL,NULL
20136245333,0,topic.list,NULL,NULL,NULL,NULL
20676600130097,3,topic.list,12942,password,topic,NULL
20676600130097,3,topic.list,65766,"Device, Management",topic,NULL
20676600130097,3,topic.list,65770,staff,topic,NULL
20676600173004,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600351445,2,topic.list,65754,"Status, change",topic,NULL
20676600351445,2,topic.list,65766,"Device, Management",topic,NULL
20676600516534,0,topic.list,NULL,NULL,NULL,NULL
20676600536185,2,topic.list,65754,"Status, change",topic,NULL
20676600536185,2,topic.list,65766,"Device, Management",topic,NULL
20676600883760,1,topic.list,65754,"Status, change",topic,NULL
20676601000377,2,topic.list,65766,"Device, Management",topic,NULL
20676601000377,2,topic.list,65769,"family portal, portal",topic,NULL
20676601469020,3,topic.list,65763,"Integrations, Extensions",topic,NULL
20676601469020,3,topic.list,65766,"Device, Management",topic,NULL
20676601469020,3,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600046717,3,topic.list,65754,"Status, change",topic,NULL
20676600046717,3,topic.list,65766,"Device, Management",topic,NULL
20676600046717,3,topic.list,65768,care type,topic,NULL
20676600065440,0,topic.list,NULL,NULL,NULL,NULL
20676600623149,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601456692,1,topic.list,65761,"Interaction, Interactions",topic,NULL
17067797385,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
18449872654,2,topic.list,65753,Report,topic,NULL
18449872654,2,topic.list,65754,"Status, change",topic,NULL
20676600133856,0,topic.list,NULL,NULL,NULL,NULL
20676600238866,1,topic.list,65754,"Status, change",topic,NULL
20676600657343,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601248698,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
21835611116,1,topic.list,65754,"Status, change",topic,NULL
24588000772,1,topic.list,65754,"Status, change",topic,NULL
25639738727,2,topic.list,65754,"Status, change",topic,NULL
25639738727,2,topic.list,65770,staff,topic,NULL
20676600285273,0,topic.list,NULL,NULL,NULL,NULL
20676600489768,1,topic.list,65766,"Device, Management",topic,NULL
20676600844726,0,topic.list,NULL,NULL,NULL,NULL
20676600894240,2,topic.list,65754,"Status, change",topic,NULL
20676600894240,2,topic.list,65770,staff,topic,NULL
20676600900339,2,topic.list,65754,"Status, change",topic,NULL
20676600900339,2,topic.list,65766,"Device, Management",topic,NULL
20676601089862,0,topic.list,NULL,NULL,NULL,NULL
20676601310516,0,topic.list,NULL,NULL,NULL,NULL
20676601341646,1,topic.list,65754,"Status, change",topic,NULL
20676601394236,1,topic.list,65760,Handover,topic,NULL
20676601467443,0,topic.list,NULL,NULL,NULL,NULL
18308705211,1,topic.list,65770,staff,topic,NULL
20676600446509,0,topic.list,NULL,NULL,NULL,NULL
20676600607816,0,topic.list,NULL,NULL,NULL,NULL
20676600764648,1,topic.list,65753,Report,topic,NULL
20676600932390,0,topic.list,NULL,NULL,NULL,NULL
20676600948582,1,topic.list,65754,"Status, change",topic,NULL
20676601080072,1,topic.list,65756,Critical Information,topic,NULL
15098119444,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
18509389024,0,topic.list,NULL,NULL,NULL,NULL
20522995656,0,topic.list,NULL,NULL,NULL,NULL
20676600313621,0,topic.list,NULL,NULL,NULL,NULL
20676600387583,1,topic.list,65756,Critical Information,topic,NULL
20676600597276,1,topic.list,65766,"Device, Management",topic,NULL
20676600624493,2,topic.list,65754,"Status, change",topic,NULL
20676600624493,2,topic.list,65766,"Device, Management",topic,NULL
27476514729,0,topic.list,NULL,NULL,NULL,NULL
14121223522,2,topic.list,65763,"Integrations, Extensions",topic,NULL
14121223522,2,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600421764,3,topic.list,12942,password,topic,NULL
20676600421764,3,topic.list,65766,"Device, Management",topic,NULL
20676600421764,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600538153,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600888513,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600937438,0,topic.list,NULL,NULL,NULL,NULL
20676600946360,0,topic.list,NULL,NULL,NULL,NULL
20676600166846,2,topic.list,65754,"Status, change",topic,NULL
20676600166846,2,topic.list,65766,"Device, Management",topic,NULL
20676600334366,0,topic.list,NULL,NULL,NULL,NULL
20676600335009,1,topic.list,65770,staff,topic,NULL
20676600874340,2,topic.list,65754,"Status, change",topic,NULL
20676600874340,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600936942,0,topic.list,NULL,NULL,NULL,NULL
20676600960376,0,topic.list,NULL,NULL,NULL,NULL
20676600223256,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600522151,0,topic.list,NULL,NULL,NULL,NULL
20676600814871,1,topic.list,65753,Report,topic,NULL
20676600906596,0,topic.list,NULL,NULL,NULL,NULL
20676601534418,1,topic.list,1107,Scheduling,topic,NULL
20732897453,2,topic.list,65766,"Device, Management",topic,NULL
20732897453,2,topic.list,65770,staff,topic,NULL
22856384089,2,topic.list,65754,"Status, change",topic,NULL
22856384089,2,topic.list,65770,staff,topic,NULL
24105047562,1,topic.list,65766,"Device, Management",topic,NULL
20676600680746,1,topic.list,68352,Community,topic,NULL
20676600704996,1,topic.list,65763,"Integrations, Extensions",topic,NULL
20676600765936,0,topic.list,NULL,NULL,NULL,NULL
20676600797561,2,topic.list,65753,Report,topic,NULL
20676600797561,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600947985,0,topic.list,NULL,NULL,NULL,NULL
20676601036193,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601099856,0,topic.list,NULL,NULL,NULL,NULL
20676601608491,0,topic.list,NULL,NULL,NULL,NULL
20676600022113,1,topic.list,65766,"Device, Management",topic,NULL
20676600274043,0,topic.list,NULL,NULL,NULL,NULL
20676600351619,1,topic.list,65771,"pathways, pathway",topic,NULL
20676600424491,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600522018,0,topic.list,NULL,NULL,NULL,NULL
20676600651466,3,topic.list,65766,"Device, Management",topic,NULL
20676600651466,3,topic.list,65770,staff,topic,NULL
20676600651466,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600846588,1,topic.list,65772,"action, actions",topic,NULL
20676600905350,1,topic.list,65770,staff,topic,NULL
20676601182842,1,topic.list,65766,"Device, Management",topic,NULL
14027428567,0,topic.list,NULL,NULL,NULL,NULL
16271557192,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600216460,2,topic.list,65756,Critical Information,topic,NULL
20676600216460,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600470023,2,topic.list,65754,"Status, change",topic,NULL
20676600470023,2,topic.list,65770,staff,topic,NULL
20676600906636,0,topic.list,NULL,NULL,NULL,NULL
20676601230655,0,topic.list,NULL,NULL,NULL,NULL
20676601373720,0,topic.list,NULL,NULL,NULL,NULL
20676601408917,1,topic.list,65761,"Interaction, Interactions",topic,NULL
17676490493,4,topic.list,65754,"Status, change",topic,NULL
17676490493,4,topic.list,65766,"Device, Management",topic,NULL
17676490493,4,topic.list,65774,"Mobile, mobile, handset",topic,NULL
17676490493,4,topic.list,68352,Community,topic,NULL
20676600133076,0,topic.list,NULL,NULL,NULL,NULL
20676600175217,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600175217,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600902567,1,topic.list,65757,Circle of Care,topic,NULL
20676600905610,2,topic.list,65763,"Integrations, Extensions",topic,NULL
20676600905610,2,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600939695,0,topic.list,NULL,NULL,NULL,NULL
20676601083052,0,topic.list,NULL,NULL,NULL,NULL
20676601408759,0,topic.list,NULL,NULL,NULL,NULL
20676600002707,0,topic.list,NULL,NULL,NULL,NULL
20676600078632,0,topic.list,NULL,NULL,NULL,NULL
20676600518986,1,topic.list,65766,"Device, Management",topic,NULL
20676600776374,0,topic.list,NULL,NULL,NULL,NULL
20676601028106,1,topic.list,65756,Critical Information,topic,NULL
20676601068213,0,topic.list,NULL,NULL,NULL,NULL
20676601092394,1,topic.list,65770,staff,topic,NULL
20676601351363,1,topic.list,65770,staff,topic,NULL
25761749780,0,topic.list,NULL,NULL,NULL,NULL
20676600144185,2,topic.list,1107,Scheduling,topic,NULL
20676600144185,2,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600170586,1,topic.list,65766,"Device, Management",topic,NULL
20676600189013,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600283646,1,topic.list,65766,"Device, Management",topic,NULL
20676600458697,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600458697,2,topic.list,65762,Organisation Interactions,topic,NULL
20676600827660,0,topic.list,NULL,NULL,NULL,NULL
20676600976952,1,topic.list,65766,"Device, Management",topic,NULL
20676601087040,0,topic.list,NULL,NULL,NULL,NULL
20676600444806,1,topic.list,65754,"Status, change",topic,NULL
20676600522161,0,topic.list,NULL,NULL,NULL,NULL
20676601251599,0,topic.list,NULL,NULL,NULL,NULL
20676601456690,0,topic.list,NULL,NULL,NULL,NULL
20676600129080,1,topic.list,65770,staff,topic,NULL
20676600384348,0,topic.list,NULL,NULL,NULL,NULL
24180910772,1,topic.list,65770,staff,topic,NULL
20676601459194,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601459194,2,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600146409,1,topic.list,65766,"Device, Management",topic,NULL
20676600768449,0,topic.list,NULL,NULL,NULL,NULL
20676600780572,0,topic.list,NULL,NULL,NULL,NULL
20676601023299,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601197301,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601401400,1,topic.list,12942,password,topic,NULL
20676601598082,0,topic.list,NULL,NULL,NULL,NULL
25474776598,4,topic.list,65754,"Status, change",topic,NULL
25474776598,4,topic.list,65761,"Interaction, Interactions",topic,NULL
25474776598,4,topic.list,65766,"Device, Management",topic,NULL
25474776598,4,topic.list,65770,staff,topic,NULL
20676600004995,2,topic.list,12942,password,topic,NULL
20676600004995,2,topic.list,65770,staff,topic,NULL
20676600891710,0,topic.list,NULL,NULL,NULL,NULL
20676600946940,0,topic.list,NULL,NULL,NULL,NULL
20676600948522,0,topic.list,NULL,NULL,NULL,NULL
20676601249467,0,topic.list,NULL,NULL,NULL,NULL
20676601411762,0,topic.list,NULL,NULL,NULL,NULL
20676600687654,2,topic.list,65754,"Status, change",topic,NULL
20676600687654,2,topic.list,65766,"Device, Management",topic,NULL
20676600849284,0,topic.list,NULL,NULL,NULL,NULL
20676600946287,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601384010,0,topic.list,NULL,NULL,NULL,NULL
20676601642391,0,topic.list,NULL,NULL,NULL,NULL
20676600143563,0,topic.list,NULL,NULL,NULL,NULL
20676600515253,0,topic.list,NULL,NULL,NULL,NULL
20676600644984,0,topic.list,NULL,NULL,NULL,NULL
20676601369392,1,topic.list,1107,Scheduling,topic,NULL
20676601450490,0,topic.list,NULL,NULL,NULL,NULL
22156974694,3,topic.list,12942,password,topic,NULL
22156974694,3,topic.list,65754,"Status, change",topic,NULL
22156974694,3,topic.list,65770,staff,topic,NULL
24716060224,2,topic.list,12942,password,topic,NULL
24716060224,2,topic.list,65754,"Status, change",topic,NULL
20676600074570,1,topic.list,12942,password,topic,NULL
20676600515079,0,topic.list,NULL,NULL,NULL,NULL
20676600763395,3,topic.list,65753,Report,topic,NULL
20676600763395,3,topic.list,65754,"Status, change",topic,NULL
20676600763395,3,topic.list,65768,care type,topic,NULL
20676600895356,1,topic.list,65766,"Device, Management",topic,NULL
20676601552481,0,topic.list,NULL,NULL,NULL,NULL
17423166308,4,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600000293,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600241018,0,topic.list,NULL,NULL,NULL,NULL
20676600592085,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600658924,3,topic.list,65754,"Status, change",topic,NULL
20676600658924,3,topic.list,65766,"Device, Management",topic,NULL
20676600658924,3,topic.list,65770,staff,topic,NULL
20676600697341,3,topic.list,65763,"Integrations, Extensions",topic,NULL
20676600697341,3,topic.list,65766,"Device, Management",topic,NULL
20676600697341,3,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676601450175,0,topic.list,NULL,NULL,NULL,NULL
24781375912,1,topic.list,65764,Provided Interactions,topic,NULL
20676600231134,1,topic.list,65766,"Device, Management",topic,NULL
20676600687970,0,topic.list,NULL,NULL,NULL,NULL
20676601034696,0,topic.list,NULL,NULL,NULL,NULL
20676601083055,0,topic.list,NULL,NULL,NULL,NULL
20676601264678,1,topic.list,65753,Report,topic,NULL
20676600537207,1,topic.list,65766,"Device, Management",topic,NULL
20676600829188,0,topic.list,NULL,NULL,NULL,NULL
20676600952557,1,topic.list,65770,staff,topic,NULL
20676600962351,0,topic.list,NULL,NULL,NULL,NULL
20676601265302,0,topic.list,NULL,NULL,NULL,NULL
20676600801306,1,topic.list,65753,Report,topic,NULL
20676600815545,1,topic.list,65766,"Device, Management",topic,NULL
20676601090523,0,topic.list,NULL,NULL,NULL,NULL
20676601097043,0,topic.list,NULL,NULL,NULL,NULL
20676601387189,0,topic.list,NULL,NULL,NULL,NULL
20676601440488,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601533922,1,topic.list,65902,gender,topic,NULL
20676601647441,0,topic.list,NULL,NULL,NULL,NULL
20676600003508,4,topic.list,65766,"Device, Management",topic,NULL
20676600003508,4,topic.list,65770,staff,topic,NULL
20676600003508,4,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600003508,4,topic.list,68352,Community,topic,NULL
20676600004644,2,topic.list,12942,password,topic,NULL
20676600004644,2,topic.list,65766,"Device, Management",topic,NULL
20676600030406,1,topic.list,12942,password,topic,NULL
20676600082257,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600086045,0,topic.list,NULL,NULL,NULL,NULL
12640957056,2,topic.list,65753,Report,topic,NULL
12640957056,2,topic.list,65754,"Status, change",topic,NULL
19875440779,1,topic.list,65754,"Status, change",topic,NULL
25394835103,2,topic.list,65770,staff,topic,NULL
12731219462,3,topic.list,12942,password,topic,NULL
12731219462,3,topic.list,65770,staff,topic,NULL
12731219462,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600000596,1,topic.list,65766,"Device, Management",topic,NULL
20676600008167,0,topic.list,NULL,NULL,NULL,NULL
20676600253901,1,topic.list,65754,"Status, change",topic,NULL
20676600646184,0,topic.list,NULL,NULL,NULL,NULL
20676600868137,1,topic.list,65753,Report,topic,NULL
20676600914557,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600919625,0,topic.list,NULL,NULL,NULL,NULL
20676601335077,0,topic.list,NULL,NULL,NULL,NULL
20676601408062,0,topic.list,NULL,NULL,NULL,NULL
20676600061057,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600078362,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600306972,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600322225,1,topic.list,65753,Report,topic,NULL
20676600341436,1,topic.list,65753,Report,topic,NULL
20676600447733,0,topic.list,NULL,NULL,NULL,NULL
20676600898298,2,topic.list,65753,Report,topic,NULL
20676600898298,2,topic.list,65770,staff,topic,NULL
20676601410949,0,topic.list,NULL,NULL,NULL,NULL
26251655871,2,topic.list,65754,"Status, change",topic,NULL
26251655871,2,topic.list,65766,"Device, Management",topic,NULL
18012072860,1,topic.list,65754,"Status, change",topic,NULL
20676600067842,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600341685,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600341685,2,topic.list,65768,care type,topic,NULL
20676600599661,0,topic.list,NULL,NULL,NULL,NULL
20676601033217,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601085962,0,topic.list,NULL,NULL,NULL,NULL
20676601356562,0,topic.list,NULL,NULL,NULL,NULL
20676600370920,0,topic.list,NULL,NULL,NULL,NULL
20676600610468,1,topic.list,65754,"Status, change",topic,NULL
20676600685268,0,topic.list,NULL,NULL,NULL,NULL
20676600695075,0,topic.list,NULL,NULL,NULL,NULL
20676600807073,0,topic.list,NULL,NULL,NULL,NULL
20676600336196,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600336196,2,topic.list,65762,Organisation Interactions,topic,NULL
20676600710923,0,topic.list,NULL,NULL,NULL,NULL
20676600773676,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600836278,1,topic.list,65753,Report,topic,NULL
20676600980008,2,topic.list,65766,"Device, Management",topic,NULL
20676600980008,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601387048,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601387048,2,topic.list,68352,Community,topic,NULL
20676601469041,0,topic.list,NULL,NULL,NULL,NULL
20676600075339,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600695438,2,topic.list,65754,"Status, change",topic,NULL
20676600695438,2,topic.list,65766,"Device, Management",topic,NULL
20676601185740,1,topic.list,65756,Critical Information,topic,NULL
20676601196018,0,topic.list,NULL,NULL,NULL,NULL
20676600873302,2,topic.list,65766,"Device, Management",topic,NULL
20676600873302,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600969961,0,topic.list,NULL,NULL,NULL,NULL
20676601166481,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601166481,2,topic.list,65766,"Device, Management",topic,NULL
25876726772,3,topic.list,65757,Circle of Care,topic,NULL
25876726772,3,topic.list,65766,"Device, Management",topic,NULL
25876726772,3,topic.list,65767,Roles,topic,NULL
20676600233162,1,topic.list,65753,Report,topic,NULL
20676600393836,1,topic.list,65759,Dashboard,topic,NULL
20676600603140,2,topic.list,65753,Report,topic,NULL
20676600603140,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600660697,0,topic.list,NULL,NULL,NULL,NULL
20676600692645,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600692645,2,topic.list,65764,Provided Interactions,topic,NULL
26944998864,3,topic.list,1107,Scheduling,topic,NULL
26944998864,3,topic.list,65761,"Interaction, Interactions",topic,NULL
26944998864,3,topic.list,65764,Provided Interactions,topic,NULL
20676600073859,2,topic.list,65754,"Status, change",topic,NULL
20676600073859,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600093082,1,topic.list,65770,staff,topic,NULL
20676600316263,2,topic.list,65766,"Device, Management",topic,NULL
20676600316263,2,topic.list,65770,staff,topic,NULL
20676600399060,0,topic.list,NULL,NULL,NULL,NULL
20676600976296,0,topic.list,NULL,NULL,NULL,NULL
20676601230224,0,topic.list,NULL,NULL,NULL,NULL
20676601235552,0,topic.list,NULL,NULL,NULL,NULL
20676600096831,1,topic.list,65770,staff,topic,NULL
20676601281624,1,topic.list,1107,Scheduling,topic,NULL
20676601381419,0,topic.list,NULL,NULL,NULL,NULL
20676600284666,1,topic.list,65770,staff,topic,NULL
20676600625549,2,topic.list,65755,"Assessments, Assessment",topic,NULL
11849665861,2,topic.list,65754,"Status, change",topic,NULL
20676600625549,2,topic.list,65766,"Device, Management",topic,NULL
11849665861,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600688034,2,topic.list,65766,"Device, Management",topic,NULL
20676600036604,0,topic.list,NULL,NULL,NULL,NULL
20676600688034,2,topic.list,65770,staff,topic,NULL
20676600217080,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600924621,1,topic.list,65770,staff,topic,NULL
20676600217080,2,topic.list,65753,Report,topic,NULL
20676601191610,0,topic.list,NULL,NULL,NULL,NULL
20676600904483,0,topic.list,NULL,NULL,NULL,NULL
20676601348670,0,topic.list,NULL,NULL,NULL,NULL
20676601294776,0,topic.list,NULL,NULL,NULL,NULL
20676600102062,1,topic.list,65754,"Status, change",topic,NULL
20676601369864,0,topic.list,NULL,NULL,NULL,NULL
20676600624502,3,topic.list,65753,Report,topic,NULL
20676601473297,0,topic.list,NULL,NULL,NULL,NULL
20676600624502,3,topic.list,65754,"Status, change",topic,NULL
20676601555642,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600624502,3,topic.list,65766,"Device, Management",topic,NULL
20676601555642,2,topic.list,65766,"Device, Management",topic,NULL
20676601629849,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601571537,0,topic.list,NULL,NULL,NULL,NULL
20676601629849,2,topic.list,65756,Critical Information,topic,NULL
20676601646093,0,topic.list,NULL,NULL,NULL,NULL
19084525587,1,topic.list,65754,"Status, change",topic,NULL
20676600341944,2,topic.list,65766,"Device, Management",topic,NULL
20676600004237,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600341944,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600057112,0,topic.list,NULL,NULL,NULL,NULL
20676600406833,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600130451,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600406833,3,topic.list,65766,"Device, Management",topic,NULL
20676600130451,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600406833,3,topic.list,65768,care type,topic,NULL
20676600203856,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600685581,0,topic.list,NULL,NULL,NULL,NULL
20676600203856,2,topic.list,65766,"Device, Management",topic,NULL
20676600750010,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600451819,0,topic.list,NULL,NULL,NULL,NULL
20676600814706,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600746660,3,topic.list,65763,"Integrations, Extensions",topic,NULL
20676600885252,0,topic.list,NULL,NULL,NULL,NULL
20676600746660,3,topic.list,65766,"Device, Management",topic,NULL
20676601076851,2,topic.list,65765,Permissions,topic,NULL
20676600746660,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601076851,2,topic.list,65766,"Device, Management",topic,NULL
20676600827481,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601444718,0,topic.list,NULL,NULL,NULL,NULL
20676600827481,2,topic.list,65766,"Device, Management",topic,NULL
20676601618144,2,topic.list,65763,"Integrations, Extensions",topic,NULL
20676601089563,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676601618144,2,topic.list,68352,Community,topic,NULL
20676601357867,0,topic.list,NULL,NULL,NULL,NULL
20676600081977,0,topic.list,NULL,NULL,NULL,NULL
20676601411389,1,topic.list,65766,"Device, Management",topic,NULL
20676600095270,1,topic.list,65766,"Device, Management",topic,NULL
20676601561447,1,topic.list,12942,password,topic,NULL
20676600334816,1,topic.list,65766,"Device, Management",topic,NULL
22426461176,1,topic.list,65753,Report,topic,NULL
20676600292071,1,topic.list,65766,"Device, Management",topic,NULL
20676600317816,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600380788,0,topic.list,NULL,NULL,NULL,NULL
20676600767367,1,topic.list,65766,"Device, Management",topic,NULL
20676600954681,1,topic.list,65753,Report,topic,NULL
20676600349920,0,topic.list,NULL,NULL,NULL,NULL
20676600958490,2,topic.list,65753,Report,topic,NULL
20676600894592,0,topic.list,NULL,NULL,NULL,NULL
20676600958490,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601325860,0,topic.list,NULL,NULL,NULL,NULL
20676600003391,2,topic.list,65754,"Status, change",topic,NULL
20676600003391,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600138582,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601171020,1,topic.list,65753,Report,topic,NULL
20676600219459,0,topic.list,NULL,NULL,NULL,NULL
20676601182092,0,topic.list,NULL,NULL,NULL,NULL
20676600305777,0,topic.list,NULL,NULL,NULL,NULL
20676601466062,0,topic.list,NULL,NULL,NULL,NULL
22885268302,2,topic.list,65754,"Status, change",topic,NULL
22885268302,2,topic.list,65766,"Device, Management",topic,NULL
20676600243616,2,topic.list,65754,"Status, change",topic,NULL
20676600243616,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601082226,0,topic.list,NULL,NULL,NULL,NULL
20676601582145,0,topic.list,NULL,NULL,NULL,NULL
20676600107749,4,topic.list,65758,Bug,topic,NULL
20676600107749,4,topic.list,65766,"Device, Management",topic,NULL
20676600107749,4,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600107749,4,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600172513,2,topic.list,65753,Report,topic,NULL
20676600172513,2,topic.list,65760,Handover,topic,NULL
20676600247648,0,topic.list,NULL,NULL,NULL,NULL
20676600390599,0,topic.list,NULL,NULL,NULL,NULL
20676600608371,1,topic.list,65753,Report,topic,NULL
20676600870777,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600870777,2,topic.list,65766,"Device, Management",topic,NULL
20676600951930,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601096962,0,topic.list,NULL,NULL,NULL,NULL
20676601344157,3,topic.list,1107,Scheduling,topic,NULL
20676601344157,3,topic.list,65754,"Status, change",topic,NULL
20676601344157,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600056116,2,topic.list,65766,"Device, Management",topic,NULL
20676600056116,2,topic.list,65770,staff,topic,NULL
20676600057813,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600057813,2,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600064080,3,topic.list,65763,"Integrations, Extensions",topic,NULL
20676600064080,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600064080,3,topic.list,68352,Community,topic,NULL
20676600449584,0,topic.list,NULL,NULL,NULL,NULL
20676600597296,0,topic.list,NULL,NULL,NULL,NULL
20676600702091,0,topic.list,NULL,NULL,NULL,NULL
20676600780291,0,topic.list,NULL,NULL,NULL,NULL
20676600820171,2,topic.list,65754,"Status, change",topic,NULL
20676600820171,2,topic.list,65766,"Device, Management",topic,NULL
20676600955597,0,topic.list,NULL,NULL,NULL,NULL
20676601031551,0,topic.list,NULL,NULL,NULL,NULL
20676601247270,0,topic.list,NULL,NULL,NULL,NULL
20676601606201,0,topic.list,NULL,NULL,NULL,NULL
20676601658512,1,topic.list,65766,"Device, Management",topic,NULL
21541177402,3,topic.list,65763,"Integrations, Extensions",topic,NULL
21541177402,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
21541177402,3,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600073931,2,topic.list,12942,password,topic,NULL
20676600073931,2,topic.list,65766,"Device, Management",topic,NULL
20676600121022,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600175176,0,topic.list,NULL,NULL,NULL,NULL
20676600470333,1,topic.list,65756,Critical Information,topic,NULL
20676600496305,0,topic.list,NULL,NULL,NULL,NULL
20676600600889,1,topic.list,65766,"Device, Management",topic,NULL
20676600650268,1,topic.list,65770,staff,topic,NULL
20676600951195,0,topic.list,NULL,NULL,NULL,NULL
20676601431698,0,topic.list,NULL,NULL,NULL,NULL
20676600170525,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600190879,0,topic.list,NULL,NULL,NULL,NULL
20676600492634,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600532346,1,topic.list,65767,Roles,topic,NULL
20676600600439,2,topic.list,65769,"family portal, portal",topic,NULL
20676600600439,2,topic.list,65770,staff,topic,NULL
20676600670398,1,topic.list,65766,"Device, Management",topic,NULL
